0 0 10000
-437 475 1 8
-49 339 6 8
217 -350 5 1
-153 -215 1 5
-428 90 9 5
218 275 5 6
-238 372 9 1
393 98 4 5
-245 304 1 0
-446 195 7 9
-331 -309 1 8
-243 -280 4 7
17 227 5 7
33 -467 5 2
61 -59 8 9
-300 -7 1 8
-28 321 8 3
-344 -295 6 8
69 -460 6 4
120 235 2 3
332 481 5 6
-47 -117 6 3
82 397 5 0
148 343 9 5
-407 -44 4 0
-89 -208 6 7
206 434 3 5
349 465 9 2
403 494 2 6
24 -387 5 8
307 -315 1 1
-231 457 4 7
436 477 8 5
263 -244 4 0
-469 208 7 7
-113 83 6 0
134 45 7 6
310 -23 3 1
253 46 5 6
120 -170 7 3
-367 447 9 1
471 -26 2 0
-382 -201 6 3
2 184 7 5
-23 -223 4 6
98 14 2 4
-102 -422 1 5
261 189 3 4
201 38 3 6
-85 84 5 5
-330 -65 3 4
19 293 6 3
-480 412 7 4
-148 -72 8 4
-329 5 8 3
-405 77 3 1
-298 -256 6 0
343 317 7 6
421 -433 5 6
132 347 4 7
-201 -381 7 9
89 -366 4 8
-81 -327 8 2
102 -384 6 7
-147 -470 2 6
-470 -177 2 9
285 -490 1 7
328 60 5 1
26 438 2 0
388 -396 6 2
-217 398 7 5
201 -154 1 1
-494 -453 8 9
-463 -482 3 2
-165 352 1 3
400 -164 2 4
-239 6 8 0
-130 -346 4 7
39 -31 3 9
-380 215 1 7
-397 -390 9 9
187 -136 4 4
288 226 6 8
-299 -368 9 6
-367 -53 4 8
350 149 5 1
-145 -429 8 0
-176 476 9 2
214 182 7 8
-298 2 1 7
406 -281 7 9
39 -278 4 8
-359 378 3 1
-183 311 7 7
493 85 2 2
211 494 5 9
-265 170 1 9
-190 185 5 9
252 -197 5 9
-494 -462 8 4
-43 56 8 1
-363 -344 2 3
134 -229 9 2
-452 -187 7 5
33 -198 3 2
294 -441 3 7
-457 -54 5 2
221 -21 5 2
-160 -199 1 1
-417 -98 3 2
-453 142 4 2
224 159 4 5
-333 -283 8 2
316 -29 5 9
429 -25 2 5
17 261 1 8
269 81 8 4
-320 -7 3 7
159 -487 2 1
116 -87 6 5
-380 215 7 9
44 410 9 2
-62 480 4 6
-405 -33 6 7
230 152 8 7
-300 419 2 2
-104 444 8 9
-174 -215 6 2
-467 473 9 6
-155 -163 7 5
41 -460 2 1
-192 -272 6 7
454 -155 4 8
83 429 3 3
25 -250 8 1
-100 388 7 2
-487 -490 5 9
-141 -419 8 2
-7 258 4 2
-233 -31 9 7
-418 72 3 9
-240 -130 9 1
220 -378 9 6
464 -221 1 5
-100 -499 4 8
-154 139 3 1
-171 -98 7 0
495 121 3 9
403 -385 5 3
104 -161 5 0
-39 -268 8 6
284 -181 6 1
-403 -432 1 8
-288 -218 1 4
133 349 6 6
-293 -108 5 8
-119 -469 1 5
-103 -30 8 1
455 -29 5 8
-149 249 3 4
478 22 7 8
396 327 9 9
-21 410 3 2
411 -1 9 4
232 -325 1 3
-184 404 9 9
-490 -78 7 4
317 -241 4 2
196 101 8 0
-368 -252 8 4
112 254 2 6
220 47 8 8
-394 -352 4 8
-487 -127 2 2
198 -13 7 1
49 -186 8 7
321 147 3 5
-152 -192 5 8
436 -168 6 7
-457 293 1 4
-343 383 4 4
-90 75 5 7
-288 484 9 1
194 34 9 7
259 146 6 2
-308 222 8 1
105 -377 6 2
235 -82 2 1
-245 185 2 9
330 -224 4 5
-254 246 6 8
487 -217 8 4
-452 46 1 9
-455 -3 5 5
-215 -97 8 9
484 61 9 4
491 -193 3 8
-183 22 9 1
-236 -32 4 3
124 -89 8 2
221 -51 2 8
-309 -66 3 9
442 201 1 5
-287 284 2 0
21 -256 6 7
-432 -233 5 6
212 433 8 7
-15 318 2 0
-151 238 8 1
-300 439 2 2
-143 -222 6 7
-198 339 7 2
-460 -66 9 8
305 -75 5 8
23 -363 2 7
-393 317 1 9
306 -51 5 0
-362 -433 4 0
416 180 8 9
-210 -386 5 0
-92 -170 9 6
-483 -101 6 0
-426 -488 2 8
-127 -307 6 3
352 455 3 9
12 76 1 7
53 262 2 5
-482 67 2 4
419 -259 9 4
236 230 3 8
243 -442 8 7
-428 446 1 4
-18 -204 5 5
-242 -406 6 1
-469 -127 1 8
-398 427 7 5
-33 -89 9 1
36 411 4 3
469 -187 6 8
-234 219 5 7
-43 -223 9 2
-497 -284 5 2
495 100 8 2
-457 -291 1 8
-136 310 3 2
497 -154 7 9
-277 492 4 6
73 -136 4 9
492 -480 9 3
262 -128 4 2
-83 287 5 6
208 128 3 5
9 61 5 2
458 353 1 5
252 403 5 8
-136 -199 2 7
-73 474 1 2
-478 47 4 7
191 278 3 8
-460 -80 2 0
227 -356 3 7
83 354 7 2
-447 59 3 4
-207 381 8 0
-35 307 8 3
188 -17 4 5
11 -498 3 0
-139 360 4 2
-223 469 9 4
-247 -2 8 9
104 -432 3 1
488 -141 4 6
220 -271 8 6
-361 -94 4 6
-73 -399 6 9
-431 453 9 4
-80 -182 8 2
-158 -434 5 5
1 417 3 4
-87 100 4 3
-162 -95 2 3
335 -471 1 1
-413 -253 2 3
401 223 2 2
-318 -295 4 5
-406 176 4 2
-126 -248 7 9
-60 473 6 6
-494 445 9 9
-281 -140 6 8
112 215 1 9
-83 -12 8 0
-93 165 6 1
385 -416 7 1
-371 -243 3 1
-213 -80 2 3
-154 -346 3 2
-51 407 8 4
-19 -7 7 3
224 -44 1 5
268 170 6 1
122 -255 6 1
54 216 6 4
102 -66 5 3
225 134 5 2
-164 -148 2 8
-251 -408 7 8
380 107 3 3
93 280 6 9
183 290 4 9
39 -259 4 2
-30 265 7 8
-273 -361 9 5
-142 426 3 8
-215 -190 9 2
-469 -279 4 9
284 17 9 7
-305 231 9 6
2 -7 5 7
19 -252 9 3
169 -17 1 0
325 90 2 0
-197 -98 6 1
-118 -70 2 7
-249 -286 3 1
486 336 4 6
-419 122 5 4
-73 -115 4 7
-491 136 2 6
-86 -361 1 2
227 -309 7 7
183 468 8 3
-480 279 4 2
177 227 3 2
-157 -18 7 3
-310 -447 7 1
-59 -139 8 3
-114 454 7 2
-405 -13 6 6
201 -473 6 0
197 -339 2 9
-99 148 4 7
457 444 3 1
368 -131 4 4
-130 -252 8 0
109 -186 5 4
-411 -180 6 4
318 -243 4 0
-141 388 2 5
-55 317 2 9
252 -218 7 1
374 88 4 0
495 -206 1 2
86 288 7 6
-462 237 4 3
-432 494 1 7
89 -335 7 2
472 252 8 7
479 -95 5 6
-429 131 4 7
56 468 9 2
1 -180 2 1
-247 -337 7 7
-263 -257 2 3
192 -38 6 8
410 115 6 5
-84 -204 7 4
356 -109 6 2
279 -144 1 0
-156 109 7 9
76 -269 2 8
-53 490 9 7
-348 -339 5 2
-449 30 1 6
-361 -338 7 4
-295 -268 3 3
-61 166 1 2
52 188 7 6
338 273 3 1
-366 -176 9 4
-249 230 2 8
3 -327 4 6
-477 366 6 5
201 -120 9 4
-496 -312 2 6
-156 101 3 0
364 -115 9 0
-284 52 3 2
-170 -461 3 9
35 -252 6 5
-353 406 8 6
-56 -485 5 4
284 466 5 7
-366 265 6 2
118 -367 5 3
-276 312 7 6
33 -473 5 7
-90 -141 7 5
487 -281 9 5
304 87 2 4
265 -227 4 3
-305 -384 4 5
366 362 9 3
-14 419 3 1
443 361 3 6
-243 -382 1 2
-154 -208 9 9
386 -250 6 7
-288 324 5 7
-404 390 6 4
-348 -296 9 9
17 332 8 1
193 -281 6 6
229 227 1 9
-53 122 1 4
366 102 1 1
-434 33 8 3
-481 -384 6 5
199 108 7 5
430 30 2 1
276 -114 3 9
171 -369 4 4
215 382 2 6
424 264 3 9
92 476 8 6
-484 268 8 1
-411 9 1 6
-394 -301 5 0
-283 -402 4 5
178 -374 6 1
263 -117 3 1
364 139 5 5
-394 -47 8 3
10 399 8 4
76 -230 7 5
-282 -347 3 9
17 223 7 9
-293 -301 7 9
-12 -405 6 4
-39 411 8 8
472 -419 2 5
11 -288 3 8
110 453 3 9
-46 -419 9 5
12 -234 3 8
-409 -421 7 0
319 72 7 8
341 236 8 1
128 302 5 2
329 -239 5 0
-114 168 2 3
-350 304 3 8
-32 -144 8 1
-116 293 2 5
-236 279 7 8
175 -171 3 2
444 173 3 1
381 201 3 0
130 -99 2 0
177 -241 9 0
10 -410 7 5
-133 458 1 3
403 -184 4 7
15 242 3 5
-223 13 6 2
237 278 1 9
-315 336 4 4
-369 -70 6 6
42 -441 9 5
-244 -52 6 4
-358 337 1 7
-220 -77 3 3
-27 104 9 1
312 446 8 0
-309 415 5 0
-236 259 2 9
296 -166 6 4
373 -178 5 2
-186 -261 5 0
-42 284 7 0
-171 199 9 1
-50 319 6 0
270 -276 6 3
299 -454 6 4
-311 -61 7 1
214 -193 1 1
333 451 5 8
-114 -191 3 4
-476 -334 2 0
-137 -353 3 3
-482 224 4 5
-89 -310 5 5
-308 269 3 5
-158 -211 8 1
69 171 8 9
29 -192 6 9
-243 -385 1 3
202 -343 3 5
-78 307 4 2
410 -224 1 9
-73 -166 8 3
-199 59 4 8
381 416 1 6
292 421 4 5
94 -222 4 7
140 114 7 8
-152 284 1 5
336 -78 4 0
326 -47 2 6
469 361 7 1
-454 455 1 3
61 50 9 9
459 147 9 6
10 -282 7 1
-497 225 6 6
374 -71 1 8
71 377 3 7
-92 -56 8 9
66 -97 9 0
-472 -179 8 1
16 -245 4 5
24 -87 9 0
-237 -294 7 0
-416 -32 5 8
53 164 2 8
-434 304 7 7
-343 -203 8 9
350 473 5 4
265 144 1 0
210 236 6 6
-58 438 1 1
-56 327 3 1
360 -494 3 3
215 -419 2 7
-311 -291 1 8
237 -381 4 8
266 328 7 2
-491 -60 3 3
276 170 5 9
231 -322 6 7
-471 -259 5 6
-338 459 8 7
93 -443 9 9
-415 -329 5 5
-153 421 2 0
-203 -112 1 9
-200 -459 4 5
-85 485 4 7
-302 -476 5 1
-58 -219 2 5
88 496 2 8
466 205 7 2
-127 191 6 8
166 -155 8 3
462 -104 3 3
-1 -226 3 3
254 391 6 3
455 341 9 3
-177 57 7 5
-115 -52 6 4
-472 -21 7 4
195 -37 9 6
-241 421 2 3
212 227 7 6
-207 -287 3 9
107 496 3 8
-284 45 2 2
174 461 6 7
338 -231 3 8
-129 -423 8 0
27 231 8 8
-92 -34 8 2
133 333 6 2
121 -16 6 5
-488 -397 5 0
279 -235 2 9
-311 -311 2 3
-466 -392 2 6
-218 367 8 1
156 426 1 7
-329 -318 2 5
448 181 2 4
-72 161 2 5
280 91 6 3
-455 -314 5 4
-237 -455 3 0
-155 -257 8 1
-73 21 5 6
271 -317 3 5
-439 321 7 6
246 264 2 5
306 41 8 6
341 19 3 2
353 363 1 0
-456 349 6 2
-284 -152 5 8
-299 -152 9 7
-363 -286 7 2
485 447 6 9
155 -331 1 3
368 -364 4 9
-86 381 8 5
-74 121 5 1
-60 20 4 5
406 414 9 7
316 17 8 4
318 -319 7 3
31 253 1 7
355 -306 9 0
-366 -271 7 7
-274 6 6 4
371 -155 1 3
-152 411 8 9
412 -224 7 0
24 -139 5 4
67 -500 8 3
-213 -341 2 7
353 341 8 0
-395 -320 5 3
-398 -454 9 1
24 95 2 5
94 -61 5 5
-16 448 3 9
-191 -224 1 6
322 -37 8 4
-345 324 8 5
-353 -47 6 9
-180 352 2 0
-406 425 1 5
246 73 7 3
29 -273 6 4
31 334 5 6
370 -107 6 9
-404 -201 7 0
-442 -413 6 3
224 -282 6 8
-456 239 2 4
-357 95 3 8
222 -280 5 7
166 -116 4 9
-18 -175 3 4
416 -28 4 7
417 -406 5 1
-63 -431 2 3
-239 249 7 9
-351 226 8 3
-451 -487 7 1
269 360 9 2
-272 454 6 6
-222 474 6 7
294 -405 5 4
-286 381 8 2
338 464 3 1
-396 -268 9 2
414 6 5 3
193 43 8 1
-30 -184 1 8
-324 93 9 7
-72 -261 1 4
-456 -486 3 2
415 184 2 4
-269 -195 2 3
-178 -77 4 6
-363 -375 3 2
345 -357 2 4
-468 -10 7 3
370 -52 3 1
-67 -49 2 3
397 -161 9 1
338 -110 2 1
-94 -103 9 3
-416 187 8 0
-41 -331 4 2
-287 -465 3 8
-344 50 5 6
-105 -273 4 3
-278 167 8 4
272 100 1 3
-493 256 1 4
101 -319 6 5
-217 -355 9 7
-406 189 4 7
297 -109 8 3
481 224 7 2
-190 -139 2 3
-75 -3 2 0
-451 405 1 0
307 -86 8 2
-468 171 9 6
-98 42 8 1
-274 88 6 0
352 95 4 3
288 -390 3 6
77 256 8 9
371 264 6 8
123 -129 7 6
-127 -194 5 1
-193 -159 8 9
-117 -5 2 4
-2 -392 3 8
92 56 1 0
-260 132 9 8
100 -250 9 8
-18 321 9 4
125 -301 7 3
284 -438 9 9
-486 -396 1 2
-193 106 6 2
-229 417 1 1
185 -284 3 5
-358 -121 6 9
-208 411 3 3
-198 218 9 3
-135 -275 7 9
210 -435 9 8
82 -134 5 0
39 -142 2 1
355 492 6 5
64 22 8 3
420 -47 8 8
-126 297 7 6
257 -306 5 4
-266 53 1 2
403 -59 6 1
-470 272 8 6
376 -181 5 1
-452 345 2 3
314 -61 1 4
392 384 8 7
228 -160 1 5
495 24 6 1
-335 30 8 6
-282 -410 9 1
329 460 5 3
416 137 2 1
256 26 4 8
256 -455 6 0
-264 250 5 7
409 459 8 6
-235 201 8 8
130 -307 1 1
114 -416 9 6
165 295 4 8
52 -6 3 9
499 -377 9 8
301 -62 1 3
-326 -21 6 8
129 55 4 4
260 -148 6 1
406 -122 5 6
260 -16 9 4
-466 20 6 6
135 388 8 9
99 113 3 6
151 181 7 9
180 386 9 0
339 220 5 0
334 -443 9 9
334 -299 7 4
-186 -314 2 4
-327 85 3 2
25 82 6 0
31 -438 5 8
-282 -207 1 5
-498 -359 2 6
-368 -250 6 4
-78 232 1 5
181 45 3 9
-98 -407 2 9
-416 -493 3 1
-424 -410 6 0
439 -116 2 3
-440 -165 1 5
-362 285 4 7
-137 -377 4 5
276 -160 9 1
30 139 1 1
183 236 5 4
-189 -110 4 7
241 -494 7 4
-426 -287 3 3
-396 492 7 6
318 242 9 8
55 379 4 2
106 359 9 1
-184 -119 3 8
152 399 3 1
-429 76 1 2
268 51 9 2
-212 -218 5 6
257 -379 4 5
357 224 6 1
359 298 9 9
91 113 1 5
-275 312 2 0
192 -38 7 4
414 66 5 5
-333 -148 3 6
-153 -228 2 8
329 -308 5 9
-221 -447 5 2
360 -38 2 5
41 400 4 1
294 43 7 5
-344 14 3 9
227 112 7 6
418 406 8 1
-314 -499 4 3
-209 33 3 5
-443 311 7 0
-191 -246 6 6
233 -452 5 0
-286 7 4 5
-346 55 8 3
78 317 1 1
-72 346 3 3
-460 443 1 2
-16 214 1 2
316 444 2 2
-112 -241 2 3
239 -107 4 8
179 -313 3 9
-265 413 1 4
126 -39 5 0
-248 467 8 8
-428 -266 6 1
251 304 2 4
2 218 8 7
103 157 7 5
267 384 1 0
497 -287 8 4
-2 -337 6 7
-500 430 9 3
-289 118 7 0
-42 -131 6 7
402 -39 1 3
-215 461 5 8
-211 -457 8 9
-180 173 6 3
207 -346 5 3
-282 -299 2 0
83 -81 4 5
-111 136 9 2
21 96 1 0
498 -273 8 6
-281 429 5 5
134 287 7 5
-354 -429 2 1
41 -50 1 0
-489 -464 7 9
94 269 7 5
-109 18 4 6
65 487 7 9
165 478 9 4
-355 -365 5 3
-429 392 3 3
395 -271 8 8
357 41 5 0
397 -441 7 8
307 -82 4 5
240 -328 2 5
476 -427 9 6
-465 -287 2 9
-360 -70 3 5
322 412 1 7
-117 301 3 0
12 152 2 4
-23 97 3 4
134 -414 7 8
26 115 3 6
-4 320 1 5
-400 -308 7 2
-482 -375 5 2
-465 126 5 1
-435 357 7 7
-500 129 6 5
187 412 7 6
-213 -10 1 1
153 153 2 2
447 -492 6 0
94 -236 5 3
464 307 7 9
-167 407 5 0
-82 -456 4 6
-327 -34 3 5
17 97 9 1
-338 -210 4 4
473 168 1 3
447 -320 6 5
-142 364 4 1
-10 345 6 7
-297 490 3 6
127 -143 9 8
215 160 1 4
498 11 4 1
22 143 6 9
311 176 3 2
-418 111 4 5
-185 -352 6 6
441 309 1 2
243 152 7 9
-68 -483 2 6
-35 -222 6 6
-438 -328 4 6
-66 -118 8 7
374 463 5 5
392 119 8 5
-376 -396 4 2
315 -52 6 5
-325 -231 4 2
302 -380 7 9
229 64 1 5
113 59 3 9
-2 -425 5 2
266 325 3 7
-260 396 1 6
262 186 7 2
147 -110 9 7
187 -69 6 4
352 -415 8 7
-204 74 4 0
90 -73 5 5
322 -99 6 5
-22 330 9 5
83 295 2 3
-395 -220 6 5
-486 132 3 4
-256 34 4 4
318 399 6 3
363 323 4 3
343 484 9 2
495 29 3 2
133 -348 4 0
-7 -191 9 8
-452 -389 1 0
99 379 6 8
281 -158 4 0
429 73 9 2
139 160 1 1
275 302 2 6
-306 96 3 0
49 -362 6 1
229 -91 2 2
-471 -400 2 2
-151 439 6 1
418 -107 3 8
-140 -273 6 7
496 337 8 3
149 -67 1 9
454 -147 6 1
143 119 5 4
73 414 9 7
-272 320 7 6
-258 -47 1 2
-384 327 3 0
-64 21 8 0
2 -474 7 4
-220 -393 1 1
346 224 1 0
-274 433 7 3
64 -492 9 4
-423 44 3 9
23 -372 1 0
-214 -500 1 2
-398 81 7 6
3 -116 7 2
368 -429 6 9
461 325 6 6
333 100 5 5
-288 -431 2 0
345 427 2 1
83 -383 3 6
321 107 9 9
162 -153 1 7
-372 301 6 3
-424 434 2 6
319 -41 5 2
-55 -247 6 7
-489 58 5 3
-436 -214 4 3
246 -451 5 9
-336 -280 2 0
-205 100 8 2
233 -341 1 4
-110 172 9 7
191 -459 4 2
9 -167 1 5
375 136 3 8
-1 -111 1 0
-205 203 7 6
481 -70 8 2
483 -399 2 0
332 -490 8 6
334 -471 5 6
-104 -194 5 0
-419 -59 9 2
97 104 7 3
105 298 1 6
-58 -28 8 8
261 459 6 5
492 -423 2 4
-31 320 1 4
-327 102 2 3
203 120 2 3
-81 -394 1 1
217 -269 2 7
457 -88 9 4
3 304 6 5
1 468 2 6
334 -97 4 3
-230 -445 4 7
313 -414 7 3
-42 498 3 4
444 -327 2 3
75 215 9 0
445 -185 9 8
81 -480 4 3
177 -344 8 2
37 -262 1 9
-18 248 4 3
22 -488 6 6
496 425 4 7
-491 349 8 9
197 223 9 5
290 -318 9 7
-62 8 7 2
-470 -390 3 0
-135 -73 1 6
184 496 2 3
405 -161 9 3
231 318 9 3
179 75 1 1
-187 179 9 5
158 -23 9 2
193 -171 6 1
270 -74 8 7
-297 -184 4 5
-489 -302 7 0
371 173 7 0
-216 -103 7 0
45 -329 1 8
-217 363 9 4
-48 214 8 6
233 271 4 8
58 -25 7 1
-91 359 1 2
131 487 3 3
-234 34 6 8
265 -286 8 1
343 306 9 1
379 -359 5 1
82 92 2 6
166 -293 7 9
-73 -482 3 1
288 153 5 2
350 -97 5 7
-87 -101 3 2
-335 -386 6 9
251 -414 6 4
173 -206 5 8
382 339 7 9
-224 -366 4 0
294 447 5 1
-262 -236 1 7
-123 315 7 8
380 383 6 4
145 147 6 4
-272 494 3 6
409 369 7 2
-34 -104 3 1
-10 -421 6 2
172 331 8 1
-166 -116 3 7
68 -381 8 9
-445 -179 1 2
-253 27 8 4
-20 240 7 4
217 196 1 2
470 -196 1 2
-480 162 2 0
-219 249 3 3
443 310 9 1
-456 -478 9 4
6 398 1 9
362 418 5 0
-232 -292 8 4
-85 -488 3 8
400 -119 4 0
65 430 8 1
-378 -165 8 2
69 -116 5 0
48 -313 5 1
-466 -391 7 5
422 461 6 3
96 -58 9 5
-167 -52 4 2
119 -118 6 9
-176 -42 1 7
-268 241 6 3
374 25 7 1
363 -497 6 2
-77 -320 1 3
197 228 2 9
150 313 7 8
100 36 3 8
-117 -307 8 0
-389 281 1 3
-50 282 2 3
491 -5 8 3
276 159 7 6
211 53 8 8
-227 468 4 3
-56 -137 2 8
454 -373 9 3
-341 233 5 2
336 -410 4 1
-340 -389 8 3
-280 -490 1 6
490 387 2 8
67 -490 2 9
54 -13 9 8
-71 103 9 1
298 80 4 2
-56 -473 5 3
-27 136 9 0
-452 -36 6 9
448 -122 8 6
446 490 9 9
-455 88 2 4
24 322 8 8
-112 112 5 2
-386 -256 8 7
365 -484 5 0
128 92 1 8
162 -354 3 9
174 -228 8 1
77 -92 1 5
-130 131 5 9
233 383 4 1
177 -434 7 0
18 -175 8 4
-235 -157 2 7
467 -391 6 6
-470 322 6 2
142 -252 4 7
270 -425 5 8
-65 103 1 7
303 91 2 3
172 115 8 9
201 246 7 0
-250 334 5 5
-353 112 1 9
455 -420 3 3
491 -213 6 6
125 252 8 5
6 399 2 4
265 -495 3 6
67 -474 1 7
472 -263 3 6
-295 -230 2 5
462 120 9 3
186 -350 8 4
-237 24 3 9
184 -191 7 6
-145 78 4 1
220 118 3 4
53 89 5 3
40 169 2 9
-398 -76 5 9
-146 329 2 3
110 89 1 4
-490 73 8 1
-18 323 9 8
-118 102 4 4
-469 -150 2 7
101 17 9 5
-6 254 1 3
101 14 5 3
-132 309 2 8
-94 -446 2 1
-150 204 7 5
-428 -144 4 5
79 -110 6 1
490 -211 4 7
330 -350 8 8
383 -81 4 3
-362 148 3 3
123 -306 3 2
-144 -48 6 8
390 459 2 6
-374 83 8 5
-65 -76 4 2
350 285 1 0
-94 192 8 1
493 55 3 9
-286 104 7 2
-7 -166 4 0
-457 -500 3 4
-168 -86 6 8
-263 -426 5 5
-29 -46 9 8
-224 300 6 3
-93 39 5 4
142 206 1 6
-227 -415 8 2
449 -77 7 0
276 251 6 3
198 -421 2 7
-495 38 6 6
162 49 3 4
388 -435 5 7
104 -335 4 8
329 -382 3 2
240 -126 9 5
-417 -263 8 5
351 101 3 3
-223 269 6 5
-2 397 7 1
128 310 7 9
-498 48 3 3
-264 255 6 2
-280 463 6 9
344 264 7 0
438 -256 5 9
36 -105 1 3
-19 -223 3 6
-27 71 7 2
412 303 6 9
-52 167 3 6
42 -131 9 7
278 314 1 4
358 367 2 7
-373 435 5 3
14 -169 7 3
135 386 7 7
366 417 4 3
463 -423 2 9
-72 -256 3 1
-56 -219 8 9
-241 -243 4 0
112 377 1 1
-157 233 3 4
-321 415 5 9
-475 -479 8 2
484 -471 9 4
61 290 5 7
-287 284 7 3
-492 423 1 9
475 -138 3 2
-496 -494 5 2
182 -497 6 8
-10 -245 6 6
-359 -369 7 1
423 -14 2 5
-60 -444 8 0
398 30 9 5
294 22 8 1
232 83 9 7
-285 -154 8 6
-36 -361 4 8
406 -247 2 2
-364 -39 3 8
-404 -58 2 6
-409 292 6 1
-390 380 1 5
-385 -385 5 8
475 351 5 4
133 213 1 1
-113 -371 2 9
422 131 5 0
-249 -444 4 9
-52 -464 4 4
266 -456 4 7
-267 -274 1 3
120 -401 4 3
1 -500 4 3
285 -152 9 3
-54 -204 1 1
-22 -407 6 3
27 -480 5 3
-291 -95 3 7
434 -341 2 4
-412 -251 1 3
-105 -169 7 5
-403 -358 5 8
-359 175 4 0
-131 460 8 3
249 -436 2 6
-439 -279 3 4
94 175 5 4
-252 -97 6 0
460 -405 3 0
-382 -397 3 2
258 154 5 8
-138 -384 9 2
365 449 1 1
191 -311 1 9
61 492 5 8
-491 218 9 1
-337 -424 9 6
384 119 6 7
475 -12 9 7
153 -342 2 8
198 -15 3 9
110 106 9 7
352 -144 8 7
200 -60 3 7
60 -69 7 7
124 -270 2 7
-341 -118 9 8
-304 257 1 4
244 175 9 5
-332 484 7 1
364 328 7 0
-264 -439 3 4
-419 309 1 4
467 -30 6 0
-485 23 6 7
41 -153 1 0
102 331 2 8
-323 -356 7 5
-60 -246 8 1
-57 97 2 2
15 370 9 2
66 28 7 5
441 -167 7 9
-92 61 3 8
437 -389 9 8
-442 -267 8 5
67 25 8 6
-192 -353 1 8
-170 245 7 1
363 76 6 1
-23 -56 8 8
65 -149 6 4
263 342 9 9
-364 214 1 8
-114 -291 6 7
-89 53 8 8
210 -102 2 9
-61 -294 3 9
21 -351 9 6
335 155 2 3
-90 177 1 3
-142 -54 9 6
249 -13 9 6
-289 -491 2 0
47 -332 9 7
488 381 5 0
345 -388 6 8
-434 -361 8 3
-5 -98 3 0
448 -167 3 4
-288 -495 7 8
323 -58 3 7
-332 -382 9 5
-288 324 2 2
447 204 7 3
213 167 9 6
153 -312 1 2
-118 225 4 6
-442 -17 3 5
-431 -248 1 3
-487 -7 2 6
426 347 8 2
121 -257 5 3
39 -40 9 3
-163 -124 9 5
-134 -244 7 1
-230 230 6 1
155 421 5 6
471 467 5 1
59 497 9 3
-257 126 9 6
-321 -272 2 4
-445 230 5 5
-162 126 7 2
-200 -415 1 1
192 -334 7 9
263 -369 8 7
262 -105 4 7
104 430 3 0
464 -235 5 3
474 -386 4 3
-333 -268 4 7
134 -398 2 3
-461 153 1 1
-252 -90 9 1
-380 -337 1 2
99 -134 1 7
251 -467 8 2
-228 -243 3 1
220 -134 6 8
483 166 5 1
193 19 8 3
160 -145 7 9
270 -53 3 6
392 13 6 0
273 349 2 0
-303 -473 3 1
483 -384 9 7
-379 113 1 0
-383 -443 1 0
-275 -335 1 7
17 -251 8 9
-142 292 7 7
-446 49 2 5
13 -27 4 2
234 174 5 0
152 342 2 4
-402 59 5 9
-392 260 8 9
313 440 7 8
174 370 8 6
-478 167 3 9
330 10 1 7
-231 -344 9 6
-215 -407 6 1
124 47 7 9
242 241 4 1
150 295 9 7
-484 -293 3 2
-191 466 9 4
-109 47 2 2
-104 436 8 7
294 -27 5 4
170 -216 7 7
-409 328 9 4
-181 -103 7 7
-280 -200 8 3
248 341 7 3
322 482 7 7
372 1 1 4
-34 -170 1 9
242 -120 7 2
-157 192 5 5
-273 -164 4 6
-347 178 5 8
274 -363 1 5
197 -409 1 4
-152 -459 8 2
494 352 4 2
132 -192 8 9
296 -471 9 7
281 -18 1 0
256 482 6 0
-357 439 4 2
159 -239 4 5
-149 -420 3 1
-68 122 3 6
474 61 1 1
-446 -484 3 2
318 30 5 8
-474 71 3 6
301 235 1 0
-497 -4 5 7
-380 54 1 1
-349 -122 9 4
427 -259 8 0
-90 443 9 7
240 363 1 7
-114 461 9 8
-94 -188 2 4
473 -13 4 9
359 304 4 5
251 -91 3 5
248 -318 5 3
-407 -436 2 1
191 -267 7 0
-475 378 5 1
488 252 5 6
490 107 4 4
-94 213 5 4
423 -35 7 6
331 272 8 7
353 -435 6 0
225 32 3 0
-323 337 2 3
336 -60 3 1
498 223 3 9
38 349 3 6
216 309 2 4
405 31 3 2
14 147 2 8
31 -492 9 7
-392 279 4 0
-241 -430 6 7
271 -288 3 6
16 165 3 2
-299 -467 2 8
414 -273 7 5
337 -499 4 9
-31 390 4 5
96 -444 9 5
-298 2 4 5
145 -45 9 4
-316 198 6 1
359 181 4 8
-20 181 7 7
65 43 6 9
-406 282 5 2
-169 -49 3 8
329 -196 8 3
-92 -484 9 2
-230 -405 1 4
492 496 6 3
-400 -263 4 4
442 -428 1 4
232 -298 8 3
11 95 6 6
211 -366 9 5
53 -171 1 6
-436 374 1 9
82 121 5 8
-323 -44 7 6
-260 159 4 1
162 -59 2 8
-234 -77 2 4
-414 269 4 9
166 -23 9 3
48 -477 3 7
-463 295 1 2
-241 498 8 0
-499 355 8 3
-197 86 1 0
-24 -205 2 7
72 394 2 5
404 -417 2 5
476 414 1 2
-42 -302 1 2
-43 156 3 0
-277 496 5 4
277 -105 3 5
-408 -447 9 0
-201 193 6 7
-377 215 3 1
188 341 8 5
-321 105 7 0
28 490 9 7
-426 178 2 3
-37 -332 5 5
14 63 7 7
267 111 5 9
73 357 4 1
-298 -268 9 8
186 434 5 8
458 166 5 0
110 -249 6 7
253 461 2 0
435 283 8 4
-291 -394 3 6
421 -433 8 7
342 123 1 1
