0.0 0.0 4096
183.421875 -698.578125 1 0
198.84375 -683.15625 1 0
214.265625 -667.734375 1 0
229.6875 -652.3125 1 0
245.109375 -636.890625 1 0
260.53125 -621.46875 1 0
275.953125 -606.046875 1 0
291.375 -590.625 1 0
306.796875 -575.203125 1 0
322.21875 -559.78125 1 0
337.640625 -544.359375 1 0
353.0625 -528.9375 1 0
368.484375 -513.515625 1 0
383.90625 -498.09375 1 0
399.328125 -482.671875 1 0
414.75 -467.25 1 0
430.171875 -451.828125 1 0
445.59375 -436.40625 1 0
461.015625 -420.984375 1 0
476.4375 -405.5625 1 0
491.859375 -390.140625 1 0
507.28125 -374.71875 1 0
522.703125 -359.296875 1 0
538.125 -343.875 1 0
553.546875 -328.453125 1 0
568.96875 -313.03125 1 0
584.390625 -297.609375 1 0
599.8125 -282.1875 1 0
615.234375 -266.765625 1 0
630.65625 -251.34375 1 0
646.078125 -235.921875 1 0
661.5 -220.5 1 0
676.921875 -205.078125 1 0
692.34375 -189.65625 1 0
707.765625 -174.234375 1 0
723.1875 -158.8125 1 0
738.609375 -143.390625 1 0
754.03125 -127.96875 1 0
769.453125 -112.546875 1 0
784.875 -97.125 1 0
800.296875 -81.703125 1 0
815.71875 -66.28125 1 0
831.140625 -50.859375 1 0
846.5625 -35.4375 1 0
861.984375 -20.015625 1 0
877.40625 -4.59375 1 0
892.828125 10.828125 1 0
908.25 26.25 1 0
923.671875 41.671875 1 0
939.09375 57.09375 1 0
954.515625 72.515625 1 0
969.9375 87.9375 1 0
985.359375 103.359375 1 0
1000.78125 118.78125 1 0
1016.203125 134.203125 1 0
1031.625 149.625 1 0
1047.046875 165.046875 1 0
1062.46875 180.46875 1 0
1077.890625 195.890625 1 0
1093.3125 211.3125 1 0
1108.734375 226.734375 1 0
1124.15625 242.15625 1 0
1139.578125 257.578125 1 0
1155.0 273.0 1 0
1130.046875 297.953125 1 0
1105.09375 322.90625 1 0
1080.140625 347.859375 1 0
1055.1875 372.8125 1 0
1030.234375 397.765625 1 0
1005.28125 422.71875 1 0
980.328125 447.671875 1 0
955.375 472.625 1 0
930.421875 497.578125 1 0
905.46875 522.53125 1 0
880.515625 547.484375 1 0
855.5625 572.4375 1 0
830.609375 597.390625 1 0
805.65625 622.34375 1 0
780.703125 647.296875 1 0
755.75 672.25 1 0
730.796875 697.203125 1 0
705.84375 722.15625 1 0
680.890625 747.109375 1 0
655.9375 772.0625 1 0
630.984375 797.015625 1 0
606.03125 821.96875 1 0
581.078125 846.921875 1 0
556.125 871.875 1 0
531.171875 896.828125 1 0
506.21875 921.78125 1 0
481.265625 946.734375 1 0
456.3125 971.6875 1 0
431.359375 996.640625 1 0
406.40625 1021.59375 1 0
381.453125 1046.546875 1 0
356.5 1071.5 1 0
331.546875 1096.453125 1 0
306.59375 1121.40625 1 0
281.640625 1146.359375 1 0
256.6875 1171.3125 1 0
231.734375 1196.265625 1 0
206.78125 1221.21875 1 0
181.828125 1246.171875 1 0
156.875 1271.125 1 0
131.921875 1296.078125 1 0
106.96875 1321.03125 1 0
82.015625 1345.984375 1 0
57.0625 1370.9375 1 0
32.109375 1395.890625 1 0
7.15625 1420.84375 1 0
-17.796875 1445.796875 1 0
-42.75 1470.75 1 0
-67.703125 1495.703125 1 0
-92.65625 1520.65625 1 0
-117.609375 1545.609375 1 0
-142.5625 1570.5625 1 0
-167.515625 1595.515625 1 0
-192.46875 1620.46875 1 0
-217.421875 1645.421875 1 0
-242.375 1670.375 1 0
-267.328125 1695.328125 1 0
-292.28125 1720.28125 1 0
-317.234375 1745.234375 1 0
-342.1875 1770.1875 1 0
-367.140625 1795.140625 1 0
-392.09375 1820.09375 1 0
-417.046875 1845.046875 1 0
-442.0 1870.0 1 0
-482.375 1829.625 1 0
-522.75 1789.25 1 0
-563.125 1748.875 1 0
-603.5 1708.5 1 0
-643.875 1668.125 1 0
-684.25 1627.75 1 0
-724.625 1587.375 1 0
-765.0 1547.0 1 0
-805.375 1506.625 1 0
-845.75 1466.25 1 0
-886.125 1425.875 1 0
-926.5 1385.5 1 0
-966.875 1345.125 1 0
-1007.25 1304.75 1 0
-1047.625 1264.375 1 0
-1088.0 1224.0 1 0
-1128.375 1183.625 1 0
-1168.75 1143.25 1 0
-1209.125 1102.875 1 0
-1249.5 1062.5 1 0
-1289.875 1022.125 1 0
-1330.25 981.75 1 0
-1370.625 941.375 1 0
-1411.0 901.0 1 0
-1451.375 860.625 1 0
-1491.75 820.25 1 0
-1532.125 779.875 1 0
-1572.5 739.5 1 0
-1612.875 699.125 1 0
-1653.25 658.75 1 0
-1693.625 618.375 1 0
-1734.0 578.0 1 0
-1774.375 537.625 1 0
-1814.75 497.25 1 0
-1855.125 456.875 1 0
-1895.5 416.5 1 0
-1935.875 376.125 1 0
-1976.25 335.75 1 0
-2016.625 295.375 1 0
-2057.0 255.0 1 0
-2097.375 214.625 1 0
-2137.75 174.25 1 0
-2178.125 133.875 1 0
-2218.5 93.5 1 0
-2258.875 53.125 1 0
-2299.25 12.75 1 0
-2339.625 -27.625 1 0
-2380.0 -68.0 1 0
-2420.375 -108.375 1 0
-2460.75 -148.75 1 0
-2501.125 -189.125 1 0
-2541.5 -229.5 1 0
-2581.875 -269.875 1 0
-2622.25 -310.25 1 0
-2662.625 -350.625 1 0
-2703.0 -391.0 1 0
-2743.375 -431.375 1 0
-2783.75 -471.75 1 0
-2824.125 -512.125 1 0
-2864.5 -552.5 1 0
-2904.875 -592.875 1 0
-2945.25 -633.25 1 0
-2985.625 -673.625 1 0
-3026.0 -714.0 1 0
-2960.671875 -779.328125 1 0
-2895.34375 -844.65625 1 0
-2830.015625 -909.984375 1 0
-2764.6875 -975.3125 1 0
-2699.359375 -1040.640625 1 0
-2634.03125 -1105.96875 1 0
-2568.703125 -1171.296875 1 0
-2503.375 -1236.625 1 0
-2438.046875 -1301.953125 1 0
-2372.71875 -1367.28125 1 0
-2307.390625 -1432.609375 1 0
-2242.0625 -1497.9375 1 0
-2176.734375 -1563.265625 1 0
-2111.40625 -1628.59375 1 0
-2046.078125 -1693.921875 1 0
-1980.75 -1759.25 1 0
-1915.421875 -1824.578125 1 0
-1850.09375 -1889.90625 1 0
-1784.765625 -1955.234375 1 0
-1719.4375 -2020.5625 1 0
-1654.109375 -2085.890625 1 0
-1588.78125 -2151.21875 1 0
-1523.453125 -2216.546875 1 0
-1458.125 -2281.875 1 0
-1392.796875 -2347.203125 1 0
-1327.46875 -2412.53125 1 0
-1262.140625 -2477.859375 1 0
-1196.8125 -2543.1875 1 0
-1131.484375 -2608.515625 1 0
-1066.15625 -2673.84375 1 0
-1000.828125 -2739.171875 1 0
-935.5 -2804.5 1 0
-870.171875 -2869.828125 1 0
-804.84375 -2935.15625 1 0
-739.515625 -3000.484375 1 0
-674.1875 -3065.8125 1 0
-608.859375 -3131.140625 1 0
-543.53125 -3196.46875 1 0
-478.203125 -3261.796875 1 0
-412.875 -3327.125 1 0
-347.546875 -3392.453125 1 0
-282.21875 -3457.78125 1 0
-216.890625 -3523.109375 1 0
-151.5625 -3588.4375 1 0
-86.234375 -3653.765625 1 0
-20.90625 -3719.09375 1 0
44.421875 -3784.421875 1 0
109.75 -3849.75 1 0
175.078125 -3915.078125 1 0
240.40625 -3980.40625 1 0
305.734375 -4045.734375 1 0
371.0625 -4111.0625 1 0
436.390625 -4176.390625 1 0
501.71875 -4241.71875 1 0
567.046875 -4307.046875 1 0
632.375 -4372.375 1 0
697.703125 -4437.703125 1 0
763.03125 -4503.03125 1 0
828.359375 -4568.359375 1 0
893.6875 -4633.6875 1 0
959.015625 -4699.015625 1 0
1024.34375 -4764.34375 1 0
1089.671875 -4829.671875 1 0
1155.0 -4895.0 1 0
1260.703125 -4789.296875 1 0
1366.40625 -4683.59375 1 0
1472.109375 -4577.890625 1 0
1577.8125 -4472.1875 1 0
1683.515625 -4366.484375 1 0
1789.21875 -4260.78125 1 0
1894.921875 -4155.078125 1 0
2000.625 -4049.375 1 0
2106.328125 -3943.671875 1 0
2212.03125 -3837.96875 1 0
2317.734375 -3732.265625 1 0
2423.4375 -3626.5625 1 0
2529.140625 -3520.859375 1 0
2634.84375 -3415.15625 1 0
2740.546875 -3309.453125 1 0
2846.25 -3203.75 1 0
2951.953125 -3098.046875 1 0
3057.65625 -2992.34375 1 0
3163.359375 -2886.640625 1 0
3269.0625 -2780.9375 1 0
3374.765625 -2675.234375 1 0
3480.46875 -2569.53125 1 0
3586.171875 -2463.828125 1 0
3691.875 -2358.125 1 0
3797.578125 -2252.421875 1 0
3903.28125 -2146.71875 1 0
4008.984375 -2041.015625 1 0
4114.6875 -1935.3125 1 0
4220.390625 -1829.609375 1 0
4326.09375 -1723.90625 1 0
4431.796875 -1618.203125 1 0
4537.5 -1512.5 1 0
4643.203125 -1406.796875 1 0
4748.90625 -1301.09375 1 0
4854.609375 -1195.390625 1 0
4960.3125 -1089.6875 1 0
5066.015625 -983.984375 1 0
5171.71875 -878.28125 1 0
5277.421875 -772.578125 1 0
5383.125 -666.875 1 0
5488.828125 -561.171875 1 0
5594.53125 -455.46875 1 0
5700.234375 -349.765625 1 0
5805.9375 -244.0625 1 0
5911.640625 -138.359375 1 0
6017.34375 -32.65625 1 0
6123.046875 73.046875 1 0
6228.75 178.75 1 0
6334.453125 284.453125 1 0
6440.15625 390.15625 1 0
6545.859375 495.859375 1 0
6651.5625 601.5625 1 0
6757.265625 707.265625 1 0
6862.96875 812.96875 1 0
6968.671875 918.671875 1 0
7074.375 1024.375 1 0
7180.078125 1130.078125 1 0
7285.78125 1235.78125 1 0
7391.484375 1341.484375 1 0
7497.1875 1447.1875 1 0
7602.890625 1552.890625 1 0
7708.59375 1658.59375 1 0
7814.296875 1764.296875 1 0
7920.0 1870.0 1 0
7748.96875 2041.03125 1 0
7577.9375 2212.0625 1 0
7406.90625 2383.09375 1 0
7235.875 2554.125 1 0
7064.84375 2725.15625 1 0
6893.8125 2896.1875 1 0
6722.78125 3067.21875 1 0
6551.75 3238.25 1 0
6380.71875 3409.28125 1 0
6209.6875 3580.3125 1 0
6038.65625 3751.34375 1 0
5867.625 3922.375 1 0
5696.59375 4093.40625 1 0
5525.5625 4264.4375 1 0
5354.53125 4435.46875 1 0
5183.5 4606.5 1 0
5012.46875 4777.53125 1 0
4841.4375 4948.5625 1 0
4670.40625 5119.59375 1 0
4499.375 5290.625 1 0
4328.34375 5461.65625 1 0
4157.3125 5632.6875 1 0
3986.28125 5803.71875 1 0
3815.25 5974.75 1 0
3644.21875 6145.78125 1 0
3473.1875 6316.8125 1 0
3302.15625 6487.84375 1 0
3131.125 6658.875 1 0
2960.09375 6829.90625 1 0
2789.0625 7000.9375 1 0
2618.03125 7171.96875 1 0
2447.0 7343.0 1 0
2275.96875 7514.03125 1 0
2104.9375 7685.0625 1 0
1933.90625 7856.09375 1 0
1762.875 8027.125 1 0
1591.84375 8198.15625 1 0
1420.8125 8369.1875 1 0
1249.78125 8540.21875 1 0
1078.75 8711.25 1 0
907.71875 8882.28125 1 0
736.6875 9053.3125 1 0
565.65625 9224.34375 1 0
394.625 9395.375 1 0
223.59375 9566.40625 1 0
52.5625 9737.4375 1 0
-118.46875 9908.46875 1 0
-289.5 10079.5 1 0
-460.53125 10250.53125 1 0
-631.5625 10421.5625 1 0
-802.59375 10592.59375 1 0
-973.625 10763.625 1 0
-1144.65625 10934.65625 1 0
-1315.6875 11105.6875 1 0
-1486.71875 11276.71875 1 0
-1657.75 11447.75 1 0
-1828.78125 11618.78125 1 0
-1999.8125 11789.8125 1 0
-2170.84375 11960.84375 1 0
-2341.875 12131.875 1 0
-2512.90625 12302.90625 1 0
-2683.9375 12473.9375 1 0
-2854.96875 12644.96875 1 0
-3026.0 12816.0 1 0
-3302.734375 12539.265625 1 0
-3579.46875 12262.53125 1 0
-3856.203125 11985.796875 1 0
-4132.9375 11709.0625 1 0
-4409.671875 11432.328125 1 0
-4686.40625 11155.59375 1 0
-4963.140625 10878.859375 1 0
-5239.875 10602.125 1 0
-5516.609375 10325.390625 1 0
-5793.34375 10048.65625 1 0
-6070.078125 9771.921875 1 0
-6346.8125 9495.1875 1 0
-6623.546875 9218.453125 1 0
-6900.28125 8941.71875 1 0
-7177.015625 8664.984375 1 0
-7453.75 8388.25 1 0
-7730.484375 8111.515625 1 0
-8007.21875 7834.78125 1 0
-8283.953125 7558.046875 1 0
-8560.6875 7281.3125 1 0
-8837.421875 7004.578125 1 0
-9114.15625 6727.84375 1 0
-9390.890625 6451.109375 1 0
-9667.625 6174.375 1 0
-9944.359375 5897.640625 1 0
-10221.09375 5620.90625 1 0
-10497.828125 5344.171875 1 0
-10774.5625 5067.4375 1 0
-11051.296875 4790.703125 1 0
-11328.03125 4513.96875 1 0
-11604.765625 4237.234375 1 0
-11881.5 3960.5 1 0
-12158.234375 3683.765625 1 0
-12434.96875 3407.03125 1 0
-12711.703125 3130.296875 1 0
-12988.4375 2853.5625 1 0
-13265.171875 2576.828125 1 0
-13541.90625 2300.09375 1 0
-13818.640625 2023.359375 1 0
-14095.375 1746.625 1 0
-14372.109375 1469.890625 1 0
-14648.84375 1193.15625 1 0
-14925.578125 916.421875 1 0
-15202.3125 639.6875 1 0
-15479.046875 362.953125 1 0
-15755.78125 86.21875 1 0
-16032.515625 -190.515625 1 0
-16309.25 -467.25 1 0
-16585.984375 -743.984375 1 0
-16862.71875 -1020.71875 1 0
-17139.453125 -1297.453125 1 0
-17416.1875 -1574.1875 1 0
-17692.921875 -1850.921875 1 0
-17969.65625 -2127.65625 1 0
-18246.390625 -2404.390625 1 0
-18523.125 -2681.125 1 0
-18799.859375 -2957.859375 1 0
-19076.59375 -3234.59375 1 0
-19353.328125 -3511.328125 1 0
-19630.0625 -3788.0625 1 0
-19906.796875 -4064.796875 1 0
-20183.53125 -4341.53125 1 0
-20460.265625 -4618.265625 1 0
-20737.0 -4895.0 1 0
-20289.234375 -5342.765625 1 0
-19841.46875 -5790.53125 1 0
-19393.703125 -6238.296875 1 0
-18945.9375 -6686.0625 1 0
-18498.171875 -7133.828125 1 0
-18050.40625 -7581.59375 1 0
-17602.640625 -8029.359375 1 0
-17154.875 -8477.125 1 0
-16707.109375 -8924.890625 1 0
-16259.34375 -9372.65625 1 0
-15811.578125 -9820.421875 1 0
-15363.8125 -10268.1875 1 0
-14916.046875 -10715.953125 1 0
-14468.28125 -11163.71875 1 0
-14020.515625 -11611.484375 1 0
-13572.75 -12059.25 1 0
-13124.984375 -12507.015625 1 0
-12677.21875 -12954.78125 1 0
-12229.453125 -13402.546875 1 0
-11781.6875 -13850.3125 1 0
-11333.921875 -14298.078125 1 0
-10886.15625 -14745.84375 1 0
-10438.390625 -15193.609375 1 0
-9990.625 -15641.375 1 0
-9542.859375 -16089.140625 1 0
-9095.09375 -16536.90625 1 0
-8647.328125 -16984.671875 1 0
-8199.5625 -17432.4375 1 0
-7751.796875 -17880.203125 1 0
-7304.03125 -18327.96875 1 0
-6856.265625 -18775.734375 1 0
-6408.5 -19223.5 1 0
-5960.734375 -19671.265625 1 0
-5512.96875 -20119.03125 1 0
-5065.203125 -20566.796875 1 0
-4617.4375 -21014.5625 1 0
-4169.671875 -21462.328125 1 0
-3721.90625 -21910.09375 1 0
-3274.140625 -22357.859375 1 0
-2826.375 -22805.625 1 0
-2378.609375 -23253.390625 1 0
-1930.84375 -23701.15625 1 0
-1483.078125 -24148.921875 1 0
-1035.3125 -24596.6875 1 0
-587.546875 -25044.453125 1 0
-139.78125 -25492.21875 1 0
307.984375 -25939.984375 1 0
755.75 -26387.75 1 0
1203.515625 -26835.515625 1 0
1651.28125 -27283.28125 1 0
2099.046875 -27731.046875 1 0
2546.8125 -28178.8125 1 0
2994.578125 -28626.578125 1 0
3442.34375 -29074.34375 1 0
3890.109375 -29522.109375 1 0
4337.875 -29969.875 1 0
4785.640625 -30417.640625 1 0
5233.40625 -30865.40625 1 0
5681.171875 -31313.171875 1 0
6128.9375 -31760.9375 1 0
6576.703125 -32208.703125 1 0
7024.46875 -32656.46875 1 0
7472.234375 -33104.234375 1 0
7920.0 -33552.0 1 0
8644.5 -32827.5 1 0
9369.0 -32103.0 1 0
10093.5 -31378.5 1 0
10818.0 -30654.0 1 0
11542.5 -29929.5 1 0
12267.0 -29205.0 1 0
12991.5 -28480.5 1 0
13716.0 -27756.0 1 0
14440.5 -27031.5 1 0
15165.0 -26307.0 1 0
15889.5 -25582.5 1 0
16614.0 -24858.0 1 0
17338.5 -24133.5 1 0
18063.0 -23409.0 1 0
18787.5 -22684.5 1 0
19512.0 -21960.0 1 0
20236.5 -21235.5 1 0
20961.0 -20511.0 1 0
21685.5 -19786.5 1 0
22410.0 -19062.0 1 0
23134.5 -18337.5 1 0
23859.0 -17613.0 1 0
24583.5 -16888.5 1 0
25308.0 -16164.0 1 0
26032.5 -15439.5 1 0
26757.0 -14715.0 1 0
27481.5 -13990.5 1 0
28206.0 -13266.0 1 0
28930.5 -12541.5 1 0
29655.0 -11817.0 1 0
30379.5 -11092.5 1 0
31104.0 -10368.0 1 0
31828.5 -9643.5 1 0
32553.0 -8919.0 1 0
33277.5 -8194.5 1 0
34002.0 -7470.0 1 0
34726.5 -6745.5 1 0
35451.0 -6021.0 1 0
36175.5 -5296.5 1 0
36900.0 -4572.0 1 0
37624.5 -3847.5 1 0
38349.0 -3123.0 1 0
39073.5 -2398.5 1 0
39798.0 -1674.0 1 0
40522.5 -949.5 1 0
41247.0 -225.0 1 0
41971.5 499.5 1 0
42696.0 1224.0 1 0
43420.5 1948.5 1 0
44145.0 2673.0 1 0
44869.5 3397.5 1 0
45594.0 4122.0 1 0
46318.5 4846.5 1 0
47043.0 5571.0 1 0
47767.5 6295.5 1 0
48492.0 7020.0 1 0
49216.5 7744.5 1 0
49941.0 8469.0 1 0
50665.5 9193.5 1 0
51390.0 9918.0 1 0
52114.5 10642.5 1 0
52839.0 11367.0 1 0
53563.5 12091.5 1 0
54288.0 12816.0 1 0
53115.734375 13988.265625 1 0
51943.46875 15160.53125 1 0
50771.203125 16332.796875 1 0
49598.9375 17505.0625 1 0
48426.671875 18677.328125 1 0
47254.40625 19849.59375 1 0
46082.140625 21021.859375 1 0
44909.875 22194.125 1 0
43737.609375 23366.390625 1 0
42565.34375 24538.65625 1 0
41393.078125 25710.921875 1 0
40220.8125 26883.1875 1 0
39048.546875 28055.453125 1 0
37876.28125 29227.71875 1 0
36704.015625 30399.984375 1 0
35531.75 31572.25 1 0
34359.484375 32744.515625 1 0
33187.21875 33916.78125 1 0
32014.953125 35089.046875 1 0
30842.6875 36261.3125 1 0
29670.421875 37433.578125 1 0
28498.15625 38605.84375 1 0
27325.890625 39778.109375 1 0
26153.625 40950.375 1 0
24981.359375 42122.640625 1 0
23809.09375 43294.90625 1 0
22636.828125 44467.171875 1 0
21464.5625 45639.4375 1 0
20292.296875 46811.703125 1 0
19120.03125 47983.96875 1 0
17947.765625 49156.234375 1 0
16775.5 50328.5 1 0
15603.234375 51500.765625 1 0
14430.96875 52673.03125 1 0
13258.703125 53845.296875 1 0
12086.4375 55017.5625 1 0
10914.171875 56189.828125 1 0
9741.90625 57362.09375 1 0
8569.640625 58534.359375 1 0
7397.375 59706.625 1 0
6225.109375 60878.890625 1 0
5052.84375 62051.15625 1 0
3880.578125 63223.421875 1 0
2708.3125 64395.6875 1 0
1536.046875 65567.953125 1 0
363.78125 66740.21875 1 0
-808.484375 67912.484375 1 0
-1980.75 69084.75 1 0
-3153.015625 70257.015625 1 0
-4325.28125 71429.28125 1 0
-5497.546875 72601.546875 1 0
-6669.8125 73773.8125 1 0
-7842.078125 74946.078125 1 0
-9014.34375 76118.34375 1 0
-10186.609375 77290.609375 1 0
-11358.875 78462.875 1 0
-12531.140625 79635.140625 1 0
-13703.40625 80807.40625 1 0
-14875.671875 81979.671875 1 0
-16047.9375 83151.9375 1 0
-17220.203125 84324.203125 1 0
-18392.46875 85496.46875 1 0
-19564.734375 86668.734375 1 0
-20737.0 87841.0 1 0
-22633.765625 85944.234375 1 0
-24530.53125 84047.46875 1 0
-26427.296875 82150.703125 1 0
-28324.0625 80253.9375 1 0
-30220.828125 78357.171875 1 0
-32117.59375 76460.40625 1 0
-34014.359375 74563.640625 1 0
-35911.125 72666.875 1 0
-37807.890625 70770.109375 1 0
-39704.65625 68873.34375 1 0
-41601.421875 66976.578125 1 0
-43498.1875 65079.8125 1 0
-45394.953125 63183.046875 1 0
-47291.71875 61286.28125 1 0
-49188.484375 59389.515625 1 0
-51085.25 57492.75 1 0
-52982.015625 55595.984375 1 0
-54878.78125 53699.21875 1 0
-56775.546875 51802.453125 1 0
-58672.3125 49905.6875 1 0
-60569.078125 48008.921875 1 0
-62465.84375 46112.15625 1 0
-64362.609375 44215.390625 1 0
-66259.375 42318.625 1 0
-68156.140625 40421.859375 1 0
-70052.90625 38525.09375 1 0
-71949.671875 36628.328125 1 0
-73846.4375 34731.5625 1 0
-75743.203125 32834.796875 1 0
-77639.96875 30938.03125 1 0
-79536.734375 29041.265625 1 0
-81433.5 27144.5 1 0
-83330.265625 25247.734375 1 0
-85227.03125 23350.96875 1 0
-87123.796875 21454.203125 1 0
-89020.5625 19557.4375 1 0
-90917.328125 17660.671875 1 0
-92814.09375 15763.90625 1 0
-94710.859375 13867.140625 1 0
-96607.625 11970.375 1 0
-98504.390625 10073.609375 1 0
-100401.15625 8176.84375 1 0
-102297.921875 6280.078125 1 0
-104194.6875 4383.3125 1 0
-106091.453125 2486.546875 1 0
-107988.21875 589.78125 1 0
-109884.984375 -1306.984375 1 0
-111781.75 -3203.75 1 0
-113678.515625 -5100.515625 1 0
-115575.28125 -6997.28125 1 0
-117472.046875 -8894.046875 1 0
-119368.8125 -10790.8125 1 0
-121265.578125 -12687.578125 1 0
-123162.34375 -14584.34375 1 0
-125059.109375 -16481.109375 1 0
-126955.875 -18377.875 1 0
-128852.640625 -20274.640625 1 0
-130749.40625 -22171.40625 1 0
-132646.171875 -24068.171875 1 0
-134542.9375 -25964.9375 1 0
-136439.703125 -27861.703125 1 0
-138336.46875 -29758.46875 1 0
-140233.234375 -31655.234375 1 0
-142130.0 -33552.0 1 0
-139060.96875 -36621.03125 1 0
-135991.9375 -39690.0625 1 0
-132922.90625 -42759.09375 1 0
-129853.875 -45828.125 1 0
-126784.84375 -48897.15625 1 0
-123715.8125 -51966.1875 1 0
-120646.78125 -55035.21875 1 0
-117577.75 -58104.25 1 0
-114508.71875 -61173.28125 1 0
-111439.6875 -64242.3125 1 0
-108370.65625 -67311.34375 1 0
-105301.625 -70380.375 1 0
-102232.59375 -73449.40625 1 0
-99163.5625 -76518.4375 1 0
-96094.53125 -79587.46875 1 0
-93025.5 -82656.5 1 0
-89956.46875 -85725.53125 1 0
-86887.4375 -88794.5625 1 0
-83818.40625 -91863.59375 1 0
-80749.375 -94932.625 1 0
-77680.34375 -98001.65625 1 0
-74611.3125 -101070.6875 1 0
-71542.28125 -104139.71875 1 0
-68473.25 -107208.75 1 0
-65404.21875 -110277.78125 1 0
-62335.1875 -113346.8125 1 0
-59266.15625 -116415.84375 1 0
-56197.125 -119484.875 1 0
-53128.09375 -122553.90625 1 0
-50059.0625 -125622.9375 1 0
-46990.03125 -128691.96875 1 0
-43921.0 -131761.0 1 0
-40851.96875 -134830.03125 1 0
-37782.9375 -137899.0625 1 0
-34713.90625 -140968.09375 1 0
-31644.875 -144037.125 1 0
-28575.84375 -147106.15625 1 0
-25506.8125 -150175.1875 1 0
-22437.78125 -153244.21875 1 0
-19368.75 -156313.25 1 0
-16299.71875 -159382.28125 1 0
-13230.6875 -162451.3125 1 0
-10161.65625 -165520.34375 1 0
-7092.625 -168589.375 1 0
-4023.59375 -171658.40625 1 0
-954.5625 -174727.4375 1 0
2114.46875 -177796.46875 1 0
5183.5 -180865.5 1 0
8252.53125 -183934.53125 1 0
11321.5625 -187003.5625 1 0
14390.59375 -190072.59375 1 0
17459.625 -193141.625 1 0
20528.65625 -196210.65625 1 0
23597.6875 -199279.6875 1 0
26666.71875 -202348.71875 1 0
29735.75 -205417.75 1 0
32804.78125 -208486.78125 1 0
35873.8125 -211555.8125 1 0
38942.84375 -214624.84375 1 0
42011.875 -217693.875 1 0
45080.90625 -220762.90625 1 0
48149.9375 -223831.9375 1 0
51218.96875 -226900.96875 1 0
54288.0 -229970.0 1 0
59253.796875 -225004.203125 1 0
64219.59375 -220038.40625 1 0
69185.390625 -215072.609375 1 0
74151.1875 -210106.8125 1 0
79116.984375 -205141.015625 1 0
84082.78125 -200175.21875 1 0
89048.578125 -195209.421875 1 0
94014.375 -190243.625 1 0
98980.171875 -185277.828125 1 0
103945.96875 -180312.03125 1 0
108911.765625 -175346.234375 1 0
113877.5625 -170380.4375 1 0
118843.359375 -165414.640625 1 0
123809.15625 -160448.84375 1 0
128774.953125 -155483.046875 1 0
133740.75 -150517.25 1 0
138706.546875 -145551.453125 1 0
143672.34375 -140585.65625 1 0
148638.140625 -135619.859375 1 0
153603.9375 -130654.0625 1 0
158569.734375 -125688.265625 1 0
163535.53125 -120722.46875 1 0
168501.328125 -115756.671875 1 0
173467.125 -110790.875 1 0
178432.921875 -105825.078125 1 0
183398.71875 -100859.28125 1 0
188364.515625 -95893.484375 1 0
193330.3125 -90927.6875 1 0
198296.109375 -85961.890625 1 0
203261.90625 -80996.09375 1 0
208227.703125 -76030.296875 1 0
213193.5 -71064.5 1 0
218159.296875 -66098.703125 1 0
223125.09375 -61132.90625 1 0
228090.890625 -56167.109375 1 0
233056.6875 -51201.3125 1 0
238022.484375 -46235.515625 1 0
242988.28125 -41269.71875 1 0
247954.078125 -36303.921875 1 0
252919.875 -31338.125 1 0
257885.671875 -26372.328125 1 0
262851.46875 -21406.53125 1 0
267817.265625 -16440.734375 1 0
272783.0625 -11474.9375 1 0
277748.859375 -6509.140625 1 0
282714.65625 -1543.34375 1 0
287680.453125 3422.453125 1 0
292646.25 8388.25 1 0
297612.046875 13354.046875 1 0
302577.84375 18319.84375 1 0
307543.640625 23285.640625 1 0
312509.4375 28251.4375 1 0
317475.234375 33217.234375 1 0
322441.03125 38183.03125 1 0
327406.828125 43148.828125 1 0
332372.625 48114.625 1 0
337338.421875 53080.421875 1 0
342304.21875 58046.21875 1 0
347270.015625 63012.015625 1 0
352235.8125 67977.8125 1 0
357201.609375 72943.609375 1 0
362167.40625 77909.40625 1 0
367133.203125 82875.203125 1 0
372099.0 87841.0 1 0
364064.171875 95875.828125 1 0
356029.34375 103910.65625 1 0
347994.515625 111945.484375 1 0
339959.6875 119980.3125 1 0
331924.859375 128015.140625 1 0
323890.03125 136049.96875 1 0
315855.203125 144084.796875 1 0
307820.375 152119.625 1 0
299785.546875 160154.453125 1 0
291750.71875 168189.28125 1 0
283715.890625 176224.109375 1 0
275681.0625 184258.9375 1 0
267646.234375 192293.765625 1 0
259611.40625 200328.59375 1 0
251576.578125 208363.421875 1 0
243541.75 216398.25 1 0
235506.921875 224433.078125 1 0
227472.09375 232467.90625 1 0
219437.265625 240502.734375 1 0
211402.4375 248537.5625 1 0
203367.609375 256572.390625 1 0
195332.78125 264607.21875 1 0
187297.953125 272642.046875 1 0
179263.125 280676.875 1 0
171228.296875 288711.703125 1 0
163193.46875 296746.53125 1 0
155158.640625 304781.359375 1 0
147123.8125 312816.1875 1 0
139088.984375 320851.015625 1 0
131054.15625 328885.84375 1 0
123019.328125 336920.671875 1 0
114984.5 344955.5 1 0
106949.671875 352990.328125 1 0
98914.84375 361025.15625 1 0
90880.015625 369059.984375 1 0
82845.1875 377094.8125 1 0
74810.359375 385129.640625 1 0
66775.53125 393164.46875 1 0
58740.703125 401199.296875 1 0
50705.875 409234.125 1 0
42671.046875 417268.953125 1 0
34636.21875 425303.78125 1 0
